tweet,sentiment
Thinks its gonna rain,neutral
I lost my artistic abilities,negative
so not close enough that I could run out and get one,neutral
That was stone cold   Crazy....  ?,negative
totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,neutral
_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,positive
Senior`s last day.,neutral
Crisis: forgot my fringe comb  I`m with men....no one will help me,negative
Thanks to all my new followers!,positive
Has lost his vocie and Adele is laughing at me LOL and still wondering why I`m in college on me week off,neutral
_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO,negative
watching the simpsons,neutral
Good Morning! - Court - Crossfit - Bible Study - Someone very special`s house  http://tinyurl.com/cjs668,positive
Have a great time in London,positive
phaket.  what did anneliese want to do?,neutral
In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,negative
Thanks for the greeting,positive
I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,neutral
http://twitpic.com/4wb52 - Such a pretty baby!,positive
Invite them to your house instead,neutral
I`m a bit Ben`s Thai-ed out,neutral
#stackeoverflow  http://bit.ly/13Nfk1,neutral
jungle book 2 is sooooo cute.. i have nothing to eat or drink,positive
Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving,neutral
_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),neutral
no phone call yet.. 20 minutes until I pluck up the courage. I WISH MY PHONE WOULD RING,positive
*points at the gear question I just posted* I cant get the rest of my Dreadweave set,neutral
SherriEShepherd gave the link for  http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps,positive
I loved him and he was in a mini,positive
Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,positive
you`re so gorgeous!!,positive
I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,positive
My laptop grew speakers. Now I can watch Charlie with the sound on,neutral
rofl uh huh,positive
This was funny! I have 7.,positive
deadlines!,neutral
has a terrible headache.  I need relief!,negative
Finally sunny days and I`m too sick to go outside and play.,negative
good luck!! How exciting,positive
Working up to my vacation to Thailand. Getting more excited every day,positive
we won`t be home till like next month,neutral
So screwed for sat 2 us,negative
Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,negative
the exact one i was thinking of  the bestttt.,positive
easties you can go there anytime,neutral
i never knew a dentention was so hard 2 get,negative
pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,positive
my nail broke  I haaaaaaaaate,negative
Dang... that IS disappointing,negative
yep,neutral
How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!,positive
Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,negative
Anyone want to buy me this anthropomorphic planter? http://tinyurl.com/m6sru3 Only available till the 31st,neutral
Woke up and there was sun! And then it started to rain,neutral
and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,neutral
hates this weather,negative
Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely,positive
Flap-a-taco was nice until the plebs came in.,negative
Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,positive
NEW motorcycle and you POPPED a cable already? wow-you ride HARD!,positive
check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think,neutral
Thanks! Welcome back!,positive
i want to experience snow  we don`t have snow here and it sucks,negative
i have such a sore head,negative
awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My 10yr old is sad now..LOL..,neutral
Bryan hasn`t replied about wingnuts,neutral
Watching southpark for another 20 minutes,neutral
Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,positive
LMAO...Ha! No I just simply wanted to go to NY!,positive
Tried on all the shoes in new look,neutral
its too early  i wanna go back to sleeep,neutral
oh wow...hope he`s ok  u take him 2 the vet?,neutral
i`ve just woken up,neutral
hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,positive
Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,positive
nooooo its raining......had 2 leave the beach,negative
Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,positive
Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,positive
great pics! You should try to start selling your race photos to runners,positive
Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,neutral
The World is just amazing!,positive
i have no idea what im doing and i am completely lost.,negative
@ gadgetopia need to DM you but you`re not following me.   Will send email.,neutral
awww hes too cute!!wish i could`ve gone,positive
got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,neutral
I think that may look a little silly -.- Also my camera is broken so no photo,negative
just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,positive
this day has beasted me.,negative
I`ll be listening!,neutral
oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,neutral
sitting at home doing nothing. gonna be like this all weekend,neutral
OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,negative
flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,neutral
I think i should go to sleep considering i hav to b up on 3hrs....,neutral
If I told you how often I wash my hair you would never speak to me again,neutral
I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,negative
seems to have disappeared out of my life,negative
ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,neutral
_KittyKat hello new follower  haha!! how are ya?,positive
haha best thing about office birthdays hey,positive
_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,negative
That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,negative
I am going to see how long I can do this for.,neutral
PRD take a long time to review!,neutral
Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,negative
how sad! are you saying that I`m fat?  *tears*,negative
why thank you. I might just take you up on your offer,neutral
I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,negative
Finally get to lay down for a bit i have a major headache,negative
Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,neutral
very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,positive
yessir that is 100% right,positive
Night!,neutral
Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,positive
i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,negative
Too warm!!!,neutral
Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,neutral
well hit me and we can see...it depends then,neutral
aww thanx andy,positive
Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,positive
has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,positive
shower time!!!!!,neutral
COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,positive
i cant call  im at work,neutral
Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,negative
So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,negative
The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,positive
